Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,AverageScore,TotalScore,PerformanceCategory,StrongestSubject,WeakestSubject,ScoreBalance,HighPerformer,WklyStudyHours_Numeric,SiblingCategory
957,male,group C,high school,standard,none,married,regularly,no,1.0,school_bus,< 5,47,41.0,37.0,41.666666666666664,125.0,Poor,Math,Writing,5.033222956847167,0,2.5,One Sibling
958,male,group C,some college,free/reduced,none,divorced,regularly,yes,3.0,school_bus,5 - 10,69,69.0,57.0,65.0,195.0,Average,Math,Writing,6.928203230275509,0,7.5,2-3 Siblings
959,male,group B,high school,standard,none,married,sometimes,yes,,private,5 - 10,64,57.0,51.0,57.333333333333336,172.0,Below Average,Math,Writing,6.506407098647712,0,7.5,4+ Siblings
960,female,group E,some high school,free/reduced,none,married,sometimes,yes,2.0,private,5 - 10,53,62.0,56.0,57.0,171.0,Below Average,Reading,Math,4.58257569495584,0,7.5,2-3 Siblings
962,male,group C,,standard,completed,widowed,regularly,no,3.0,school_bus,5 - 10,62,55.0,53.0,56.666666666666664,170.0,Below Average,Math,Writing,4.725815626252609,0,7.5,2-3 Siblings
963,female,group E,some high school,free/reduced,none,married,sometimes,yes,1.0,private,< 5,77,94.0,86.0,85.66666666666667,257.0,Very Good,Reading,Math,8.504900548115383,1,2.5,One Sibling
964,female,group D,associate's degree,free/reduced,completed,married,regularly,yes,3.0,school_bus,< 5,75,87.0,92.0,84.66666666666667,254.0,Very Good,Writing,Math,8.736894948054106,1,2.5,2-3 Siblings
965,female,group D,associate's degree,standard,completed,divorced,regularly,no,2.0,school_bus,< 5,85,86.0,92.0,87.66666666666667,263.0,Very Good,Writing,Math,3.7859388972001824,1,2.5,2-3 Siblings
966,male,group C,associate's degree,standard,none,married,sometimes,yes,3.0,private,5 - 10,58,59.0,60.0,59.0,177.0,Below Average,Writing,Math,1.0,0,7.5,2-3 Siblings
968,male,group C,some college,standard,none,married,sometimes,no,1.0,school_bus,> 10,61,66.0,62.0,63.0,189.0,Average,Reading,Math,2.6457513110645907,0,12.5,One Sibling
969,female,group C,master's degree,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,65,72.0,73.0,70.0,210.0,Good,Writing,Math,4.358898943540674,0,7.5,2-3 Siblings
970,male,group A,some college,standard,none,married,sometimes,yes,1.0,school_bus,< 5,64,61.0,52.0,59.0,177.0,Below Average,Math,Writing,6.244997998398398,0,2.5,One Sibling
971,male,group D,some college,standard,completed,single,regularly,,2.0,school_bus,5 - 10,78,79.0,80.0,79.0,237.0,Good,Writing,Math,1.0,0,7.5,2-3 Siblings
972,male,group D,high school,standard,,married,sometimes,yes,2.0,school_bus,> 10,61,45.0,42.0,49.333333333333336,148.0,Poor,Math,Writing,10.214368964029708,0,12.5,2-3 Siblings
973,male,group A,some college,standard,completed,married,sometimes,no,6.0,school_bus,5 - 10,64,71.0,72.0,69.0,207.0,Average,Writing,Math,4.358898943540674,0,7.5,4+ Siblings
974,male,group B,some high school,standard,none,divorced,sometimes,yes,1.0,private,5 - 10,75,67.0,65.0,69.0,207.0,Average,Math,Writing,5.291502622129181,0,7.5,One Sibling
975,female,group B,associate's degree,standard,completed,married,sometimes,yes,0.0,private,5 - 10,81,93.0,97.0,90.33333333333333,271.0,Excellent,Writing,Math,8.326663997864532,1,7.5,Only Child
976,male,group C,high school,free/reduced,none,married,sometimes,yes,0.0,private,5 - 10,27,34.0,26.5,29.166666666666668,87.5,Poor,Reading,Writing,4.193248541803042,0,7.5,Only Child
977,male,group C,some high school,standard,completed,divorced,sometimes,yes,3.0,,< 5,50,55.0,52.0,52.333333333333336,157.0,Below Average,Reading,Math,2.516611478423583,0,2.5,2-3 Siblings
978,female,group B,high school,standard,none,,sometimes,yes,1.0,school_bus,5 - 10,70,74.0,81.0,75.0,225.0,Good,Writing,Math,5.5677643628300215,0,7.5,One Sibling
979,female,group C,high school,standard,completed,married,regularly,yes,2.0,private,5 - 10,60,70.0,70.0,66.66666666666667,200.0,Average,Reading,Math,5.773502691896257,0,7.5,2-3 Siblings
980,male,group E,some college,free/reduced,none,married,,yes,0.0,school_bus,5 - 10,47,50.0,41.0,46.0,138.0,Poor,Reading,Writing,4.58257569495584,0,7.5,Only Child
981,female,group D,bachelor's degree,free/reduced,completed,divorced,sometimes,yes,3.0,,5 - 10,60,80.0,80.0,73.33333333333333,220.0,Good,Reading,Math,11.547005383792516,0,7.5,2-3 Siblings
983,male,group E,bachelor's degree,standard,completed,single,regularly,no,1.0,private,5 - 10,83,74.0,76.0,77.66666666666667,233.0,Good,Math,Reading,4.725815626252608,0,7.5,One Sibling
984,male,group D,bachelor's degree,standard,none,married,regularly,no,1.0,school_bus,5 - 10,79,78.0,70.0,75.66666666666667,227.0,Good,Math,Writing,4.932882862316247,0,7.5,One Sibling
985,female,group D,bachelor's degree,free/reduced,,single,sometimes,no,3.0,private,5 - 10,67,81.0,79.0,75.66666666666667,227.0,Good,Reading,Math,7.571877794400366,0,7.5,2-3 Siblings
986,male,,associate's degree,standard,none,married,sometimes,yes,4.0,school_bus,< 5,76,72.0,75.0,74.33333333333333,223.0,Good,Math,Reading,2.0816659994661326,0,2.5,4+ Siblings
987,male,group B,,standard,completed,married,sometimes,yes,,private,> 10,78,81.0,80.0,79.66666666666667,239.0,Good,Reading,Math,1.5275252316519468,0,12.5,4+ Siblings
988,male,group E,associate's degree,free/reduced,completed,married,regularly,yes,4.0,private,5 - 10,83,76.0,71.0,76.66666666666667,230.0,Good,Math,Writing,6.027713773341707,0,7.5,4+ Siblings
989,male,group D,associate's degree,standard,completed,married,never,yes,4.0,school_bus,> 10,69,73.0,65.0,69.0,207.0,Average,Reading,Writing,4.0,0,12.5,4+ Siblings
990,female,group B,,free/reduced,none,married,sometimes,yes,5.0,,> 10,43,57.0,58.0,52.666666666666664,158.0,Below Average,Writing,Math,8.386497083606084,0,12.5,4+ Siblings
991,male,group B,some college,standard,completed,married,sometimes,yes,1.0,private,< 5,61,47.0,47.0,51.666666666666664,155.0,Below Average,Math,Reading,8.082903768654761,0,2.5,One Sibling
992,male,group D,some college,free/reduced,,married,sometimes,no,3.0,school_bus,5 - 10,72,70.0,64.0,68.66666666666667,206.0,Average,Math,Writing,4.163331998932265,0,7.5,2-3 Siblings
993,male,group C,some college,free/reduced,completed,,regularly,yes,0.0,private,< 5,58,64.0,61.0,61.0,183.0,Average,Reading,Math,3.0,0,2.5,Only Child
994,male,group B,associate's degree,standard,completed,married,,yes,0.0,private,< 5,59,53.0,48.0,53.333333333333336,160.0,Below Average,Math,Writing,5.507570547286102,0,2.5,Only Child
995,female,group A,some college,standard,none,,sometimes,no,3.0,school_bus,5 - 10,75,83.0,81.0,79.66666666666667,239.0,Good,Reading,Math,4.163331998932265,0,7.5,2-3 Siblings
996,male,group B,some high school,standard,none,single,sometimes,yes,1.0,school_bus,< 5,75,60.0,56.0,63.666666666666664,191.0,Average,Math,Writing,10.016652800877813,0,2.5,One Sibling
997,female,group D,high school,standard,none,married,sometimes,no,3.0,,> 10,55,66.0,64.0,61.666666666666664,185.0,Average,Reading,Math,5.8594652770823155,0,12.5,2-3 Siblings
998,male,,some high school,free/reduced,none,single,regularly,yes,1.0,,5 - 10,54,48.0,48.0,50.0,150.0,Below Average,Math,Reading,3.4641016151377544,0,7.5,One Sibling
999,female,group C,bachelor's degree,standard,none,single,sometimes,no,1.0,private,< 5,65,71.0,66.0,67.33333333333333,202.0,Average,Reading,Math,3.214550253664318,0,2.5,One Sibling
0,male,group B,high school,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,49,54.0,53.0,52.0,156.0,Below Average,Reading,Math,2.6457513110645907,0,7.5,One Sibling
1,female,group C,some college,standard,completed,single,,yes,1.0,private,5 - 10,74,77.0,79.0,76.66666666666667,230.0,Good,Writing,Math,2.5166114784235836,0,7.5,One Sibling
2,male,group B,associate's degree,standard,none,single,never,yes,2.0,school_bus,< 5,77,70.0,68.0,71.66666666666667,215.0,Good,Math,Writing,4.725815626252608,0,2.5,2-3 Siblings
3,female,group B,some college,standard,completed,married,sometimes,no,3.0,school_bus,< 5,64,71.0,76.0,70.33333333333333,211.0,Good,Writing,Math,6.027713773341707,0,2.5,2-3 Siblings
4,female,group B,associate's degree,standard,completed,single,regularly,no,4.0,school_bus,> 10,89,89.0,92.0,90.0,270.0,Excellent,Writing,Math,1.7320508075688772,1,12.5,4+ Siblings
5,female,group C,some college,standard,none,married,never,yes,2.0,school_bus,5 - 10,55,68.0,64.0,62.333333333333336,187.0,Average,Reading,Math,6.658328118479393,0,7.5,2-3 Siblings
6,female,group C,high school,standard,none,single,regularly,,0.0,private,5 - 10,46,47.0,39.0,44.0,132.0,Poor,Reading,Writing,4.358898943540674,0,7.5,Only Child
7,male,group C,associate's degree,standard,none,single,regularly,yes,3.0,private,5 - 10,61,58.0,55.0,58.0,174.0,Below Average,Math,Writing,3.0,0,7.5,2-3 Siblings
8,female,group C,some college,free/reduced,completed,divorced,regularly,yes,1.0,,5 - 10,58,76.0,74.0,69.33333333333333,208.0,Average,Reading,Math,9.865765724632496,0,7.5,One Sibling
9,female,group B,some college,free/reduced,none,married,regularly,yes,1.0,,5 - 10,51,71.0,66.0,62.666666666666664,188.0,Average,Reading,Math,10.408329997330663,0,7.5,One Sibling
10,male,group B,master's degree,standard,completed,,never,no,2.0,school_bus,< 5,84,88.0,86.0,86.0,258.0,Very Good,Reading,Math,2.0,1,2.5,2-3 Siblings
11,female,group D,some college,standard,none,single,sometimes,no,2.0,school_bus,> 10,53,62.0,59.0,58.0,174.0,Below Average,Reading,Math,4.58257569495584,0,12.5,2-3 Siblings
12,female,group A,some college,standard,none,married,sometimes,yes,2.0,private,5 - 10,63,68.0,60.0,63.666666666666664,191.0,Average,Reading,Writing,4.041451884327381,0,7.5,2-3 Siblings
13,male,group B,high school,standard,completed,married,sometimes,yes,4.0,private,< 5,63,59.0,64.0,62.0,186.0,Average,Writing,Reading,2.6457513110645907,0,2.5,4+ Siblings
14,female,group E,,free/reduced,completed,married,regularly,yes,1.0,school_bus,< 5,73,76.0,88.0,79.0,237.0,Good,Writing,Math,7.937253933193772,0,2.5,One Sibling
15,male,group A,associate's degree,free/reduced,completed,single,sometimes,yes,2.0,school_bus,5 - 10,48,54.0,61.0,54.333333333333336,163.0,Below Average,Writing,Math,6.506407098647712,0,7.5,2-3 Siblings
16,female,group C,some high school,standard,none,married,regularly,no,3.0,school_bus,> 10,81,84.0,83.0,82.66666666666667,248.0,Very Good,Reading,Math,1.5275252316519468,1,12.5,2-3 Siblings
17,female,group D,some college,free/reduced,none,single,sometimes,yes,2.0,school_bus,5 - 10,51,59.0,57.0,55.666666666666664,167.0,Below Average,Reading,Math,4.163331998932266,0,7.5,2-3 Siblings
18,female,group E,some high school,free/reduced,,married,regularly,no,1.0,private,,53,65.0,60.0,59.333333333333336,178.0,Below Average,Reading,Math,6.027713773341708,0,,One Sibling
19,female,group C,associate's degree,free/reduced,none,married,sometimes,yes,1.0,,< 5,38,59.0,54.0,50.333333333333336,151.0,Below Average,Reading,Math,10.969655114602888,0,2.5,One Sibling
20,male,group E,some high school,standard,completed,married,never,yes,2.0,school_bus,> 10,48,44.0,48.0,46.666666666666664,140.0,Poor,Math,Reading,2.309401076758503,0,12.5,2-3 Siblings
21,male,group C,some college,standard,completed,married,regularly,no,4.0,private,< 5,89,96.0,100.0,95.0,285.0,Excellent,Writing,Math,5.5677643628300215,1,2.5,4+ Siblings
22,female,group E,some college,free/reduced,completed,married,regularly,no,2.0,school_bus,5 - 10,58,58.0,60.0,58.666666666666664,176.0,Below Average,Writing,Math,1.1547005383792517,0,7.5,2-3 Siblings
23,female,,associate's degree,free/reduced,completed,,sometimes,no,2.0,,5 - 10,84,94.0,97.0,91.66666666666667,275.0,Excellent,Writing,Math,6.8068592855540455,1,7.5,2-3 Siblings
24,male,group C,,free/reduced,none,married,sometimes,yes,0.0,,> 10,36,27.5,26.5,30.0,90.0,Poor,Math,Writing,5.220153254455275,0,12.5,Only Child
25,male,group D,high school,free/reduced,completed,divorced,sometimes,yes,3.0,private,< 5,69,73.0,71.0,71.0,213.0,Good,Reading,Math,2.0,0,2.5,2-3 Siblings
26,male,group B,bachelor's degree,free/reduced,none,married,regularly,yes,1.0,private,5 - 10,83,84.0,77.0,81.33333333333333,244.0,Very Good,Reading,Writing,3.7859388972001824,1,7.5,One Sibling
27,female,group C,master's degree,standard,none,married,never,yes,1.0,school_bus,5 - 10,67,70.0,78.0,71.66666666666667,215.0,Good,Writing,Math,5.686240703077327,0,7.5,One Sibling
28,male,,some high school,standard,completed,married,sometimes,yes,3.0,private,5 - 10,63,54.0,53.0,56.666666666666664,170.0,Below Average,Math,Writing,5.507570547286102,0,7.5,2-3 Siblings
29,female,group D,some college,standard,none,single,regularly,yes,0.0,school_bus,5 - 10,66,75.0,76.0,72.33333333333333,217.0,Good,Writing,Math,5.507570547286102,0,7.5,Only Child
30,female,group C,some college,standard,completed,married,regularly,yes,4.0,private,5 - 10,74,85.0,90.0,83.0,249.0,Very Good,Writing,Math,8.18535277187245,1,7.5,4+ Siblings
31,male,group D,bachelor's degree,standard,completed,,sometimes,yes,0.0,private,< 5,91,91.0,88.0,90.0,270.0,Excellent,Math,Writing,1.7320508075688772,1,2.5,Only Child
32,male,group A,bachelor's degree,standard,none,married,sometimes,no,1.0,private,5 - 10,82,86.0,72.0,80.0,240.0,Very Good,Reading,Writing,7.211102550927978,1,7.5,One Sibling
33,female,group D,some college,free/reduced,completed,married,regularly,,2.0,private,,52,59.0,66.0,59.0,177.0,Below Average,Writing,Math,7.0,0,,2-3 Siblings
34,female,group B,associate's degree,standard,completed,widowed,sometimes,yes,,school_bus,< 5,68,73.0,73.0,71.33333333333333,214.0,Good,Reading,Math,2.8867513459481287,0,2.5,4+ Siblings
35,female,group D,some college,standard,completed,single,regularly,no,2.0,school_bus,5 - 10,98,95.0,100.0,97.66666666666667,293.0,Excellent,Writing,Reading,2.5166114784235836,1,7.5,2-3 Siblings
37,male,,some college,free/reduced,none,married,regularly,yes,2.0,school_bus,< 5,73,66.0,64.0,67.66666666666667,203.0,Average,Math,Writing,4.725815626252608,0,2.5,2-3 Siblings
38,female,group B,some high school,standard,completed,divorced,regularly,no,3.0,private,5 - 10,73,85.0,79.0,79.0,237.0,Good,Reading,Math,6.0,0,7.5,2-3 Siblings
39,male,group D,some college,free/reduced,none,single,regularly,no,2.0,school_bus,5 - 10,92,73.0,78.0,81.0,243.0,Very Good,Math,Reading,9.848857801796104,1,7.5,2-3 Siblings
40,female,group C,,free/reduced,none,single,never,yes,2.0,private,< 5,57,74.0,72.0,67.66666666666667,203.0,Average,Reading,Math,9.29157324317757,0,2.5,2-3 Siblings
41,male,group E,high school,free/reduced,completed,married,regularly,no,1.0,private,5 - 10,64,55.0,60.0,59.666666666666664,179.0,Below Average,Math,Reading,4.509249752822894,0,7.5,One Sibling
42,male,group D,high school,standard,none,single,,no,2.0,school_bus,5 - 10,64,56.0,53.0,57.666666666666664,173.0,Below Average,Math,Writing,5.686240703077327,0,7.5,2-3 Siblings
43,female,group D,some college,standard,none,single,regularly,yes,2.0,school_bus,5 - 10,59,63.0,72.0,64.66666666666667,194.0,Average,Writing,Math,6.6583281184793925,0,7.5,2-3 Siblings
44,male,group D,master's degree,standard,none,divorced,regularly,yes,3.0,school_bus,5 - 10,86,81.0,79.0,82.0,246.0,Very Good,Math,Writing,3.605551275463989,1,7.5,2-3 Siblings
45,male,group C,associate's degree,free/reduced,completed,single,never,no,4.0,school_bus,5 - 10,60,64.0,56.0,60.0,180.0,Average,Reading,Writing,4.0,0,7.5,4+ Siblings
47,male,group A,some college,free/reduced,none,divorced,regularly,yes,1.0,private,5 - 10,65,74.0,68.0,69.0,207.0,Average,Reading,Math,4.58257569495584,0,7.5,One Sibling
48,female,,some college,standard,none,single,regularly,no,,school_bus,< 5,74,89.0,88.0,83.66666666666667,251.0,Very Good,Reading,Math,8.386497083606084,1,2.5,4+ Siblings
49,male,group E,associate's degree,standard,none,married,sometimes,no,1.0,school_bus,> 10,81,79.0,78.0,79.33333333333333,238.0,Good,Math,Writing,1.5275252316519468,0,12.5,One Sibling
50,female,group C,associate's degree,standard,none,single,sometimes,yes,0.0,school_bus,> 10,82,79.0,82.0,81.0,243.0,Very Good,Math,Reading,1.7320508075688772,1,12.5,Only Child
51,female,group B,associate's degree,standard,none,single,never,yes,2.0,school_bus,5 - 10,47,50.0,50.0,49.0,147.0,Poor,Reading,Math,1.7320508075688772,0,7.5,2-3 Siblings
52,male,group C,high school,free/reduced,none,divorced,regularly,yes,2.0,school_bus,5 - 10,38,37.0,29.0,34.666666666666664,104.0,Poor,Math,Writing,4.932882862316248,0,7.5,2-3 Siblings
53,male,group C,some high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,73,70.0,62.0,68.33333333333333,205.0,Average,Math,Writing,5.686240703077327,0,7.5,One Sibling
54,male,group C,some high school,standard,none,divorced,regularly,yes,,school_bus,,76,61.0,54.0,63.666666666666664,191.0,Average,Math,Writing,11.239810200058244,0,,4+ Siblings
55,female,group E,associate's degree,standard,,married,regularly,yes,,private,< 5,81,87.0,91.0,86.33333333333333,259.0,Very Good,Writing,Math,5.033222956847166,1,2.5,4+ Siblings
56,female,group E,,standard,completed,divorced,regularly,yes,1.0,school_bus,> 10,84,90.0,89.0,87.66666666666667,263.0,Very Good,Reading,Math,3.214550253664318,1,12.5,One Sibling
58,female,group D,some college,free/reduced,none,single,regularly,yes,1.0,school_bus,5 - 10,50,54.0,56.0,53.333333333333336,160.0,Below Average,Writing,Math,3.055050463303893,0,7.5,One Sibling
59,male,group C,some high school,free/reduced,none,married,regularly,yes,4.0,school_bus,5 - 10,48,52.0,46.0,48.666666666666664,146.0,Poor,Reading,Writing,3.055050463303893,0,7.5,4+ Siblings
60,female,group C,some college,free/reduced,completed,married,sometimes,no,3.0,school_bus,> 10,70,86.0,86.0,80.66666666666667,242.0,Very Good,Reading,Math,9.237604307034013,1,12.5,2-3 Siblings
61,male,group D,high school,free/reduced,,married,sometimes,yes,0.0,school_bus,,27,31.0,26.5,28.166666666666668,84.5,Poor,Reading,Writing,2.466441431158124,0,,Only Child
62,female,group B,associate's degree,standard,none,single,regularly,yes,5.0,private,< 5,76,75.0,82.0,77.66666666666667,233.0,Good,Writing,Reading,3.7859388972001824,0,2.5,4+ Siblings
63,male,group C,high school,free/reduced,completed,married,regularly,yes,2.0,private,5 - 10,57,53.0,53.0,54.333333333333336,163.0,Below Average,Math,Reading,2.309401076758503,0,7.5,2-3 Siblings
64,female,group A,bachelor's degree,free/reduced,none,divorced,regularly,yes,2.0,school_bus,< 5,56,77.0,76.0,69.66666666666667,209.0,Average,Reading,Math,11.846237095944574,0,2.5,2-3 Siblings
65,female,group E,some college,free/reduced,none,married,sometimes,yes,3.0,school_bus,> 10,76,76.0,75.0,75.66666666666667,227.0,Good,Math,Writing,0.5773502691896257,0,12.5,2-3 Siblings
66,male,group E,,free/reduced,completed,single,regularly,yes,1.0,school_bus,< 5,41,37.0,35.0,37.666666666666664,113.0,Poor,Math,Writing,3.055050463303893,0,2.5,One Sibling
67,male,group A,bachelor's degree,standard,none,married,regularly,yes,2.0,private,5 - 10,65,71.0,67.0,67.66666666666667,203.0,Average,Reading,Math,3.055050463303893,0,7.5,2-3 Siblings
68,male,group C,master's degree,standard,completed,divorced,never,yes,5.0,school_bus,5 - 10,92,83.0,87.0,87.33333333333333,262.0,Very Good,Math,Reading,4.509249752822894,1,7.5,4+ Siblings
69,female,group C,high school,free/reduced,completed,single,sometimes,no,1.0,private,5 - 10,60,73.0,68.0,67.0,201.0,Average,Reading,Math,6.557438524302,0,7.5,One Sibling
70,male,group D,some college,standard,completed,divorced,regularly,yes,3.0,private,> 10,46,54.0,55.0,51.666666666666664,155.0,Below Average,Writing,Math,4.932882862316248,0,12.5,2-3 Siblings
71,male,group B,high school,standard,none,,sometimes,yes,0.0,school_bus,,80,75.0,72.0,75.66666666666667,227.0,Good,Math,Writing,4.041451884327381,0,,Only Child
72,female,group D,,free/reduced,none,married,regularly,yes,3.0,school_bus,5 - 10,48,50.0,59.0,52.333333333333336,157.0,Below Average,Writing,Math,5.8594652770823155,0,7.5,2-3 Siblings
73,female,,some college,standard,none,married,never,yes,2.0,school_bus,> 10,71,76.0,68.0,71.66666666666667,215.0,Good,Reading,Writing,4.041451884327381,0,12.5,2-3 Siblings
74,female,group D,associate's degree,standard,none,divorced,sometimes,yes,1.0,school_bus,> 10,77,84.0,89.0,83.33333333333333,250.0,Very Good,Writing,Math,6.027713773341707,1,12.5,One Sibling
75,female,group C,high school,standard,,single,sometimes,no,1.0,school_bus,> 10,67,70.0,72.0,69.66666666666667,209.0,Average,Writing,Math,2.5166114784235836,0,12.5,One Sibling
76,female,group D,some college,standard,none,divorced,regularly,yes,1.0,school_bus,5 - 10,77,93.0,88.0,86.0,258.0,Very Good,Reading,Math,8.18535277187245,1,7.5,One Sibling
77,male,group C,associate's degree,standard,none,divorced,regularly,yes,6.0,private,5 - 10,58,50.0,50.0,52.666666666666664,158.0,Below Average,Math,Reading,4.618802153517007,0,7.5,4+ Siblings
78,male,group B,some high school,standard,none,single,sometimes,yes,1.0,private,> 10,65,69.0,61.0,65.0,195.0,Average,Reading,Writing,4.0,0,12.5,One Sibling
80,female,group D,some college,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,78,94.0,96.0,89.33333333333333,268.0,Very Good,Writing,Math,9.865765724632496,1,7.5,Only Child
81,male,group A,some college,standard,completed,married,sometimes,no,1.0,private,> 10,57,60.0,61.0,59.333333333333336,178.0,Below Average,Writing,Math,2.0816659994661326,0,12.5,One Sibling
82,male,group B,associate's degree,free/reduced,none,divorced,sometimes,yes,0.0,private,< 5,74,75.0,68.0,72.33333333333333,217.0,Good,Reading,Writing,3.7859388972001824,0,2.5,Only Child
83,male,group D,high school,standard,none,single,sometimes,no,2.0,private,< 5,60,51.0,52.0,54.333333333333336,163.0,Below Average,Math,Reading,4.932882862316248,0,2.5,2-3 Siblings
85,female,group E,some college,free/reduced,none,married,sometimes,no,2.0,school_bus,5 - 10,53,57.0,64.0,58.0,174.0,Below Average,Writing,Math,5.5677643628300215,0,7.5,2-3 Siblings
86,female,group D,some high school,free/reduced,completed,single,regularly,no,1.0,private,5 - 10,33,50.0,54.0,45.666666666666664,137.0,Poor,Writing,Math,11.150485789118488,0,7.5,One Sibling
87,female,,bachelor's degree,standard,completed,married,regularly,yes,0.0,private,5 - 10,79,89.0,97.0,88.33333333333333,265.0,Very Good,Writing,Math,9.018499505645789,1,7.5,Only Child
88,male,group C,some high school,standard,none,divorced,regularly,yes,0.0,school_bus,> 10,64,55.0,56.0,58.333333333333336,175.0,Below Average,Math,Reading,4.932882862316248,0,12.5,Only Child
89,female,group C,some high school,free/reduced,none,divorced,regularly,yes,3.0,private,< 5,58,69.0,65.0,64.0,192.0,Average,Reading,Math,5.5677643628300215,0,2.5,2-3 Siblings
90,male,group C,master's degree,free/reduced,none,married,sometimes,,3.0,school_bus,> 10,58,65.0,62.0,61.666666666666664,185.0,Average,Reading,Math,3.5118845842842465,0,12.5,2-3 Siblings
91,male,group B,some college,standard,none,married,regularly,yes,2.0,private,< 5,82,74.0,76.0,77.33333333333333,232.0,Good,Math,Reading,4.163331998932265,0,2.5,2-3 Siblings
92,female,group C,some high school,standard,completed,married,never,no,3.0,private,5 - 10,66,72.0,76.0,71.33333333333333,214.0,Good,Writing,Math,5.033222956847166,0,7.5,2-3 Siblings
93,female,group A,some college,standard,completed,single,sometimes,no,1.0,private,,64,73.0,78.0,71.66666666666667,215.0,Good,Writing,Math,7.094598884597588,0,,One Sibling
94,male,group E,associate's degree,free/reduced,,married,sometimes,no,4.0,private,5 - 10,82,78.0,71.0,77.0,231.0,Good,Math,Writing,5.5677643628300215,0,7.5,4+ Siblings
95,male,group D,some high school,standard,none,single,sometimes,yes,1.0,school_bus,> 10,61,56.0,57.0,58.0,174.0,Below Average,Math,Reading,2.6457513110645907,0,12.5,One Sibling
96,female,group C,bachelor's degree,standard,completed,,sometimes,yes,0.0,school_bus,5 - 10,78,92.0,92.0,87.33333333333333,262.0,Very Good,Reading,Math,8.082903768654761,1,7.5,Only Child
97,female,group C,,standard,none,single,sometimes,yes,0.0,school_bus,5 - 10,52,51.0,56.0,53.0,159.0,Below Average,Writing,Reading,2.6457513110645907,0,7.5,Only Child
98,female,group C,bachelor's degree,standard,completed,divorced,sometimes,yes,,school_bus,5 - 10,75,88.0,89.0,84.0,252.0,Very Good,Writing,Math,7.810249675906654,1,7.5,4+ Siblings
99,male,group E,high school,free/reduced,none,married,never,yes,1.0,school_bus,5 - 10,44,45.0,34.0,41.0,123.0,Poor,Reading,Writing,6.082762530298219,0,7.5,One Sibling
100,male,group D,some college,standard,completed,,,no,3.0,private,5 - 10,83,88.0,84.0,85.0,255.0,Very Good,Reading,Math,2.6457513110645907,1,7.5,2-3 Siblings
101,male,,associate's degree,standard,completed,divorced,regularly,yes,3.0,school_bus,< 5,91,83.0,88.0,87.33333333333333,262.0,Very Good,Math,Reading,4.041451884327381,1,2.5,2-3 Siblings
102,male,,associate's degree,standard,,married,,yes,0.0,school_bus,5 - 10,65,54.0,52.0,57.0,171.0,Below Average,Math,Writing,7.0,0,7.5,Only Child
103,female,group C,some high school,standard,none,single,regularly,yes,3.0,school_bus,5 - 10,58,66.0,70.0,64.66666666666667,194.0,Average,Writing,Math,6.110100926607786,0,7.5,2-3 Siblings
104,female,group A,associate's degree,free/reduced,none,married,never,no,3.0,school_bus,5 - 10,56,62.0,59.0,59.0,177.0,Below Average,Reading,Math,3.0,0,7.5,2-3 Siblings
105,male,group E,some college,free/reduced,,widowed,sometimes,no,1.0,school_bus,< 5,64,63.0,51.0,59.333333333333336,178.0,Below Average,Math,Writing,7.234178138070235,0,2.5,One Sibling
106,male,,some high school,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,84,75.0,80.0,79.66666666666667,239.0,Good,Math,Reading,4.509249752822894,0,7.5,One Sibling
107,male,group B,master's degree,free/reduced,none,single,sometimes,yes,4.0,school_bus,5 - 10,69,75.0,69.0,71.0,213.0,Good,Reading,Math,3.4641016151377544,0,7.5,4+ Siblings
108,female,group E,associate's degree,standard,none,divorced,regularly,no,1.0,school_bus,5 - 10,64,57.0,64.0,61.666666666666664,185.0,Average,Math,Reading,4.041451884327381,0,7.5,One Sibling
109,female,group D,high school,standard,none,single,sometimes,yes,3.0,private,5 - 10,63,78.0,79.0,73.33333333333333,220.0,Good,Writing,Math,8.962886439832502,0,7.5,2-3 Siblings
110,female,group E,,free/reduced,none,married,sometimes,yes,1.0,private,> 10,62,69.0,62.0,64.33333333333333,193.0,Average,Reading,Math,4.041451884327381,0,12.5,One Sibling
111,female,group D,some college,free/reduced,completed,married,never,yes,5.0,private,5 - 10,62,78.0,81.0,73.66666666666667,221.0,Good,Writing,Math,10.214368964029708,0,7.5,4+ Siblings
112,male,group B,high school,free/reduced,completed,married,regularly,yes,2.0,school_bus,5 - 10,69,66.0,56.0,63.666666666666664,191.0,Average,Math,Writing,6.8068592855540455,0,7.5,2-3 Siblings
113,female,group D,,standard,none,married,never,yes,1.0,private,< 5,74,83.0,81.0,79.33333333333333,238.0,Good,Reading,Math,4.725815626252608,0,2.5,One Sibling
114,male,group C,high school,standard,none,divorced,regularly,no,,,5 - 10,56,50.0,56.0,54.0,162.0,Below Average,Math,Reading,3.4641016151377544,0,7.5,4+ Siblings
