Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
915,male,group B,master's degree,free/reduced,none,married,sometimes,yes,0.0,school_bus,> 10,63,67.0,61.0
916,female,group D,bachelor's degree,free/reduced,none,divorced,regularly,yes,3.0,school_bus,5 - 10,84,95.0,87.0
917,female,group D,some college,standard,completed,married,regularly,yes,0.0,private,< 5,59,66.0,79.0
918,female,group B,high school,standard,none,married,regularly,yes,2.0,private,> 10,95,98.0,94.0
919,female,group B,bachelor's degree,standard,completed,married,regularly,yes,3.0,school_bus,< 5,44,61.0,67.0
920,female,group D,master's degree,standard,none,married,regularly,no,1.0,school_bus,> 10,56,69.0,76.0
921,male,group A,some high school,standard,none,divorced,sometimes,yes,2.0,private,< 5,67,65.0,53.0
922,male,group E,associate's degree,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,80,72.0,74.0
923,male,group B,high school,standard,completed,married,regularly,yes,0.0,private,5 - 10,57,59.0,60.0
924,female,group C,associate's degree,standard,completed,married,sometimes,yes,3.0,school_bus,5 - 10,84,100.0,97.0
925,female,group C,some high school,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,33,41.0,42.0
926,female,group D,some college,standard,none,single,never,yes,5.0,school_bus,5 - 10,52,54.0,61.0
927,female,group D,some college,free/reduced,none,married,regularly,yes,1.0,school_bus,> 10,41,48.0,49.0
928,female,group D,high school,free/reduced,none,married,sometimes,yes,4.0,private,5 - 10,43,43.0,46.0
929,male,group B,high school,standard,completed,married,sometimes,yes,3.0,private,5 - 10,76,60.0,64.0
930,male,group D,associate's degree,standard,completed,married,never,yes,4.0,school_bus,5 - 10,97,89.0,97.0
931,male,group D,master's degree,standard,completed,married,regularly,no,2.0,school_bus,5 - 10,79,85.0,93.0
932,female,group C,some high school,standard,none,single,regularly,yes,2.0,private,5 - 10,63,64.0,62.0
933,female,group C,high school,free/reduced,completed,married,sometimes,yes,2.0,private,> 10,56,59.0,65.0
935,female,group A,some college,standard,none,married,regularly,yes,4.0,school_bus,5 - 10,54,65.0,61.0
936,male,group B,high school,standard,none,married,regularly,yes,0.0,private,5 - 10,64,58.0,60.0
937,male,group B,high school,standard,none,married,regularly,no,2.0,school_bus,< 5,55,52.0,52.0
938,female,group B,bachelor's degree,free/reduced,none,married,regularly,no,3.0,private,< 5,73,80.0,85.0
939,male,group D,master's degree,free/reduced,none,divorced,sometimes,yes,2.0,school_bus,< 5,78,71.0,78.0
940,male,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,4.0,school_bus,5 - 10,65,60.0,62.0
941,male,group B,high school,free/reduced,completed,single,sometimes,no,1.0,school_bus,5 - 10,75,70.0,72.0
942,female,group C,associate's degree,standard,none,single,sometimes,yes,1.0,school_bus,> 10,75,74.0,72.0
943,male,group C,some college,standard,none,married,regularly,no,1.0,private,5 - 10,64,49.0,55.0
944,male,group B,bachelor's degree,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,57,53.0,53.0
945,female,group C,high school,free/reduced,completed,single,sometimes,yes,3.0,private,5 - 10,79,85.0,88.0
946,female,group C,high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,78,91.0,88.0
947,male,group A,some college,free/reduced,none,married,sometimes,no,1.0,school_bus,< 5,23,27.5,26.5
948,female,group C,associate's degree,free/reduced,none,single,sometimes,no,2.0,school_bus,> 10,73,97.0,89.0
949,male,group D,master's degree,free/reduced,none,married,sometimes,yes,0.0,school_bus,< 5,56,61.0,58.0
950,male,group B,some high school,free/reduced,none,divorced,never,yes,2.0,private,5 - 10,56,53.0,54.0
951,female,group B,high school,free/reduced,none,widowed,sometimes,no,2.0,school_bus,5 - 10,43,63.0,46.0
952,male,group D,some college,standard,completed,married,sometimes,yes,2.0,private,5 - 10,76,69.0,69.0
953,female,group B,some college,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,52,66.0,64.0
954,male,group A,some high school,standard,completed,married,regularly,yes,3.0,school_bus,< 5,48,48.0,50.0
955,female,group E,some college,standard,none,married,sometimes,yes,1.0,private,> 10,73,66.0,71.0
956,male,group B,bachelor's degree,free/reduced,completed,married,sometimes,yes,1.0,school_bus,< 5,51,49.0,58.0
957,female,group C,bachelor's degree,standard,completed,married,regularly,yes,3.0,school_bus,5 - 10,80,94.0,96.0
958,male,group C,some college,standard,none,married,regularly,no,2.0,school_bus,5 - 10,75,60.0,58.0
959,female,group C,some high school,standard,none,divorced,sometimes,no,2.0,school_bus,5 - 10,53,67.0,68.0
961,male,group C,some college,standard,completed,single,regularly,yes,3.0,school_bus,5 - 10,80,75.0,74.0
962,female,group C,some college,free/reduced,none,married,regularly,yes,1.0,private,> 10,48,65.0,66.0
963,male,group A,some high school,standard,none,married,sometimes,yes,3.0,private,5 - 10,55,60.0,53.0
964,female,group D,bachelor's degree,standard,completed,married,regularly,yes,1.0,school_bus,> 10,61,69.0,73.0
965,male,group C,high school,standard,completed,single,regularly,yes,0.0,school_bus,< 5,61,65.0,68.0
966,female,group E,some college,free/reduced,none,married,never,yes,0.0,school_bus,5 - 10,52,63.0,69.0
967,male,group C,high school,standard,none,married,regularly,no,1.0,private,5 - 10,87,86.0,79.0
968,male,group C,high school,free/reduced,completed,married,regularly,yes,4.0,private,5 - 10,65,66.0,61.0
970,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,0.0,private,5 - 10,77,81.0,82.0
971,female,group A,some college,standard,completed,married,never,yes,4.0,school_bus,< 5,67,85.0,83.0
972,male,group C,some college,standard,completed,married,never,yes,6.0,private,5 - 10,67,73.0,69.0
973,female,group D,some college,free/reduced,none,divorced,regularly,no,3.0,school_bus,5 - 10,33,52.0,52.0
974,male,group B,some college,free/reduced,none,divorced,sometimes,yes,0.0,private,> 10,82,70.0,65.0
975,female,group A,some high school,free/reduced,none,single,never,yes,3.0,school_bus,5 - 10,45,50.0,55.0
976,female,group C,some college,standard,none,married,regularly,no,2.0,private,5 - 10,79,82.0,83.0
977,male,group D,bachelor's degree,standard,completed,married,regularly,yes,1.0,private,5 - 10,83,61.0,71.0
978,female,group C,associate's degree,standard,none,married,regularly,yes,2.0,private,5 - 10,55,64.0,70.0
979,female,group B,high school,standard,none,married,sometimes,no,3.0,private,5 - 10,62,67.0,60.0
980,female,group E,bachelor's degree,standard,none,married,sometimes,yes,0.0,school_bus,< 5,94,98.0,98.0
981,male,group E,associate's degree,standard,none,married,regularly,yes,2.0,school_bus,< 5,63,55.0,48.0
982,female,group E,bachelor's degree,standard,none,divorced,regularly,no,1.0,school_bus,5 - 10,72,66.0,70.0
983,male,group A,associate's degree,standard,none,divorced,sometimes,no,3.0,school_bus,5 - 10,62,66.0,63.0
984,male,group A,bachelor's degree,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,100,100.0,95.0
985,male,group D,high school,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,69,62.0,61.0
986,male,group D,high school,free/reduced,none,married,never,yes,2.0,school_bus,5 - 10,75,72.0,75.0
987,female,group B,bachelor's degree,standard,none,married,regularly,no,1.0,private,> 10,84,87.0,89.0
988,female,group B,master's degree,free/reduced,completed,single,regularly,yes,1.0,school_bus,5 - 10,79,95.0,90.0
989,male,group C,master's degree,free/reduced,none,married,sometimes,no,4.0,school_bus,< 5,71,76.0,68.0
990,male,group E,high school,standard,none,single,regularly,yes,2.0,school_bus,5 - 10,74,72.0,62.0
991,male,group B,high school,standard,none,married,never,no,1.0,private,< 5,63,57.0,57.0
992,female,group E,some college,standard,none,married,never,yes,2.0,private,> 10,72,73.0,68.0
993,female,group B,high school,free/reduced,none,married,regularly,yes,2.0,school_bus,< 5,38,51.0,40.0
994,male,group B,some high school,standard,completed,married,sometimes,no,2.0,private,5 - 10,64,59.0,64.0
995,male,group C,some high school,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,56,47.0,51.0
996,male,group E,associate's degree,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,74,75.0,72.0
997,male,group C,some college,standard,none,married,never,yes,2.0,private,> 10,35,28.0,26.5
998,male,group A,some high school,free/reduced,completed,married,sometimes,no,1.0,school_bus,< 5,41,33.0,38.0
999,female,group D,associate's degree,standard,none,married,regularly,yes,1.0,private,5 - 10,53,69.0,67.0
29,female,group D,master's degree,standard,none,married,never,no,1.0,school_bus,5 - 10,60,70.0,75.0
42,female,group B,associate's degree,standard,none,married,never,no,1.0,school_bus,5 - 10,51,57.0,63.0
46,female,group A,associate's degree,standard,completed,married,regularly,no,2.0,school_bus,5 - 10,56,65.0,63.0
48,female,group D,associate's degree,free/reduced,completed,single,sometimes,no,3.0,private,5 - 10,57,74.0,76.0
60,male,group E,bachelor's degree,free/reduced,completed,married,never,no,1.0,school_bus,5 - 10,76,72.0,70.0
63,female,group C,associate's degree,standard,none,single,regularly,no,3.0,school_bus,5 - 10,71,81.0,72.0
70,female,group D,some college,free/reduced,completed,single,regularly,no,3.0,private,5 - 10,59,63.0,74.0
90,female,group C,bachelor's degree,standard,none,married,never,no,4.0,private,< 5,61,69.0,70.0
95,male,group C,associate's degree,free/reduced,completed,married,sometimes,no,2.0,private,< 5,75,79.0,80.0
146,male,group B,some high school,standard,none,single,sometimes,no,1.0,private,5 - 10,88,84.0,75.0
147,male,group C,associate's degree,free/reduced,none,divorced,regularly,no,1.0,private,< 5,72,67.0,66.0
151,male,group A,bachelor's degree,standard,none,married,sometimes,no,3.0,private,5 - 10,77,67.0,68.0
169,female,group C,some college,free/reduced,completed,married,never,no,1.0,school_bus,5 - 10,64,73.0,68.0
184,male,group C,some high school,free/reduced,completed,married,never,no,4.0,school_bus,> 10,44,51.0,48.0
242,female,group D,high school,standard,none,married,never,no,2.0,school_bus,< 5,52,50.0,52.0
258,female,group B,some college,standard,none,single,sometimes,no,2.0,school_bus,5 - 10,70,75.0,78.0
259,female,group C,master's degree,free/reduced,completed,married,sometimes,no,1.0,school_bus,5 - 10,65,82.0,83.0
280,male,group D,high school,standard,none,divorced,never,no,1.0,school_bus,5 - 10,51,51.0,40.0
314,female,group C,bachelor's degree,standard,completed,married,sometimes,no,4.0,school_bus,> 10,60,64.0,76.0
348,male,group C,high school,free/reduced,none,single,regularly,no,1.0,school_bus,< 5,74,73.0,66.0
358,male,group D,some college,free/reduced,none,divorced,regularly,no,1.0,school_bus,5 - 10,60,62.0,62.0
375,male,group E,associate's degree,free/reduced,none,single,sometimes,no,2.0,private,> 10,47,43.0,41.0
395,male,group A,high school,free/reduced,none,married,regularly,no,3.0,private,5 - 10,49,45.0,42.0
397,female,group C,associate's degree,standard,none,married,sometimes,no,1.0,private,< 5,82,87.0,93.0
413,male,group B,some high school,standard,completed,divorced,never,no,2.0,private,< 5,59,65.0,64.0
420,female,group C,some college,free/reduced,completed,married,never,no,3.0,school_bus,5 - 10,79,91.0,90.0
498,female,group B,some high school,standard,none,widowed,regularly,no,1.0,school_bus,5 - 10,67,70.0,69.0
507,male,group B,bachelor's degree,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,55,59.0,54.0
556,female,group C,associate's degree,standard,completed,married,never,no,4.0,school_bus,< 5,51,69.0,75.0
584,female,group D,some college,standard,none,married,sometimes,no,5.0,private,< 5,66,75.0,75.0
585,female,group C,associate's degree,standard,none,married,sometimes,no,3.0,school_bus,< 5,63,74.0,74.0
613,female,group C,associate's degree,standard,none,single,regularly,no,3.0,school_bus,5 - 10,66,78.0,75.0
634,male,group D,some high school,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,84,84.0,80.0
636,female,group B,high school,free/reduced,completed,married,regularly,no,3.0,private,5 - 10,69,81.0,83.0
660,male,group C,some college,free/reduced,none,single,sometimes,no,1.0,school_bus,5 - 10,74,77.0,73.0
681,male,group B,high school,standard,none,divorced,regularly,no,1.0,private,5 - 10,61,69.0,61.0
801,male,group C,some high school,standard,completed,single,sometimes,no,1.0,school_bus,5 - 10,76,80.0,73.0
802,female,group E,associate's degree,standard,none,married,regularly,no,4.0,school_bus,5 - 10,89,95.0,97.0
816,female,group A,some college,standard,none,divorced,sometimes,no,3.0,school_bus,> 10,46,59.0,65.0
821,female,group D,bachelor's degree,free/reduced,none,single,regularly,no,5.0,private,5 - 10,80,91.0,95.0
823,female,group B,high school,free/reduced,none,married,sometimes,no,3.0,private,< 5,68,85.0,80.0
828,female,group D,some college,free/reduced,completed,single,regularly,no,2.0,school_bus,5 - 10,71,87.0,83.0
833,female,group B,high school,standard,completed,married,never,no,2.0,private,5 - 10,74,80.0,86.0
839,female,group C,associate's degree,standard,none,single,never,no,1.0,private,5 - 10,64,75.0,71.0
847,male,group D,high school,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,64,54.0,50.0
866,male,group C,high school,free/reduced,none,divorced,sometimes,no,3.0,school_bus,5 - 10,59,53.0,52.0
871,female,group C,some college,standard,completed,single,sometimes,no,2.0,school_bus,< 5,67,70.0,74.0
887,male,group C,high school,free/reduced,none,single,regularly,no,2.0,school_bus,> 10,57,74.0,61.0
921,female,group C,high school,free/reduced,none,widowed,sometimes,no,4.0,school_bus,< 5,33,52.0,45.0
930,male,group C,some college,free/reduced,completed,widowed,regularly,no,1.0,school_bus,5 - 10,69,75.0,71.0
975,female,group C,some college,standard,completed,divorced,sometimes,no,1.0,school_bus,5 - 10,64,82.0,77.0
976,male,group B,some college,free/reduced,completed,married,regularly,no,5.0,school_bus,< 5,59,61.0,60.0
17,male,group D,some college,standard,none,married,sometimes,no,2.0,private,> 10,90,82.0,76.0
42,female,group B,some high school,free/reduced,none,married,regularly,no,3.0,school_bus,> 10,64,74.0,69.0
59,female,group E,some college,free/reduced,none,married,regularly,no,3.0,school_bus,5 - 10,71,75.0,75.0
71,male,group C,associate's degree,standard,completed,divorced,sometimes,no,1.0,private,< 5,86,95.0,91.0
89,female,group D,some high school,standard,none,single,regularly,no,3.0,school_bus,< 5,63,73.0,74.0
123,male,group C,associate's degree,free/reduced,none,single,regularly,no,4.0,private,> 10,83,83.0,79.0
130,male,group D,some college,free/reduced,none,married,regularly,no,5.0,school_bus,> 10,55,59.0,51.0
147,female,group C,master's degree,standard,none,married,regularly,no,2.0,school_bus,< 5,77,80.0,83.0
163,female,group B,bachelor's degree,standard,none,divorced,regularly,no,1.0,private,> 10,73,77.0,78.0
165,female,group C,some high school,standard,none,divorced,regularly,no,1.0,school_bus,5 - 10,56,61.0,57.0
201,male,group C,some college,standard,none,single,never,no,3.0,private,> 10,78,82.0,76.0
225,female,group C,high school,free/reduced,none,divorced,regularly,no,3.0,school_bus,> 10,47,60.0,59.0
228,male,group C,high school,free/reduced,completed,married,sometimes,no,2.0,school_bus,5 - 10,75,86.0,82.0
254,male,group B,high school,standard,completed,single,sometimes,no,5.0,private,5 - 10,64,69.0,65.0
256,female,group D,some high school,standard,none,married,sometimes,no,1.0,private,5 - 10,53,60.0,56.0
264,female,group A,some college,standard,none,single,sometimes,no,1.0,school_bus,< 5,59,66.0,62.0
270,female,group A,associate's degree,free/reduced,none,married,sometimes,no,3.0,school_bus,> 10,48,48.0,54.0
303,male,group D,some college,standard,completed,single,sometimes,no,5.0,school_bus,5 - 10,85,85.0,81.0
327,female,group C,some college,free/reduced,completed,married,sometimes,no,3.0,private,5 - 10,40,62.0,62.0
432,female,group C,master's degree,free/reduced,none,married,never,no,1.0,private,5 - 10,49,70.0,64.0
435,female,group C,some college,standard,none,married,sometimes,no,1.0,private,< 5,62,77.0,73.0
439,male,group D,bachelor's degree,standard,none,married,sometimes,no,1.0,private,> 10,100,87.0,94.0
441,male,group B,some high school,standard,completed,married,sometimes,no,1.0,private,< 5,67,75.0,77.0
444,female,group C,some college,standard,none,married,never,no,3.0,private,5 - 10,69,80.0,77.0
476,male,group D,associate's degree,standard,none,married,regularly,no,1.0,school_bus,< 5,99,86.0,86.0
513,female,group B,high school,standard,none,married,sometimes,no,2.0,private,< 5,69,74.0,68.0
532,female,group C,some college,free/reduced,none,married,regularly,no,1.0,private,> 10,42,42.0,46.0
541,female,group B,high school,standard,none,married,regularly,no,2.0,school_bus,5 - 10,87,93.0,87.0
558,female,group B,bachelor's degree,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,71,75.0,80.0
611,male,group D,high school,standard,none,divorced,regularly,no,3.0,school_bus,5 - 10,92,88.0,88.0
633,female,group C,master's degree,standard,none,married,never,no,1.0,school_bus,5 - 10,63,78.0,74.0
635,female,group B,associate's degree,free/reduced,none,married,regularly,no,1.0,school_bus,5 - 10,48,62.0,52.0
640,male,group C,associate's degree,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,71,63.0,72.0
683,female,group D,high school,free/reduced,none,married,sometimes,no,2.0,school_bus,< 5,67,77.0,78.0
686,male,group E,some high school,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,73,75.0,61.0
743,female,group D,some high school,free/reduced,none,married,sometimes,no,5.0,school_bus,5 - 10,51,65.0,64.0
776,male,group B,associate's degree,standard,none,married,regularly,no,1.0,school_bus,> 10,62,63.0,61.0
802,male,group A,associate's degree,standard,none,married,sometimes,no,1.0,school_bus,< 5,64,59.0,62.0
812,male,group C,high school,free/reduced,none,married,regularly,no,2.0,school_bus,> 10,64,83.0,81.0
826,female,group A,bachelor's degree,standard,completed,married,sometimes,no,1.0,private,5 - 10,83,85.0,90.0
828,female,group C,some high school,standard,none,married,sometimes,no,1.0,private,5 - 10,62,84.0,87.0
872,female,group D,some college,free/reduced,none,married,sometimes,no,3.0,private,< 5,52,69.0,69.0
885,female,group A,bachelor's degree,standard,completed,married,regularly,no,4.0,private,5 - 10,65,69.0,78.0
895,female,group C,some college,standard,completed,married,sometimes,no,3.0,school_bus,< 5,67,82.0,88.0
909,male,group C,associate's degree,free/reduced,none,married,regularly,no,1.0,private,5 - 10,75,60.0,62.0
938,female,group C,associate's degree,standard,none,divorced,regularly,no,2.0,school_bus,5 - 10,67,78.0,79.0
964,male,group B,some college,free/reduced,none,divorced,regularly,no,3.0,private,< 5,42,39.0,39.0
970,male,group D,high school,standard,none,married,never,no,3.0,school_bus,5 - 10,84,88.0,78.0
17,male,group D,associate's degree,free/reduced,completed,married,sometimes,no,3.0,school_bus,5 - 10,50,53.0,52.0
32,male,group C,high school,standard,none,divorced,sometimes,no,1.0,school_bus,< 5,68,70.0,63.0
78,female,group E,bachelor's degree,standard,none,single,regularly,no,2.0,school_bus,5 - 10,43,57.0,63.0
168,female,group C,associate's degree,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,61,73.0,66.0
169,female,group D,some high school,free/reduced,none,married,never,no,2.0,school_bus,> 10,25,32.0,32.0
170,male,group C,some college,standard,none,single,never,no,3.0,private,> 10,69,66.0,65.0
193,male,group B,bachelor's degree,standard,none,married,sometimes,no,4.0,private,> 10,90,87.0,84.0
213,male,group D,some high school,standard,none,married,never,no,3.0,school_bus,< 5,59,47.0,47.0
232,male,group C,some college,standard,none,divorced,sometimes,no,1.0,school_bus,5 - 10,67,71.0,58.0
253,male,group B,some college,free/reduced,completed,married,sometimes,no,3.0,school_bus,5 - 10,70,69.0,77.0
273,female,group C,some college,standard,none,single,sometimes,no,1.0,private,5 - 10,60,68.0,67.0
276,female,group B,associate's degree,standard,completed,married,regularly,no,1.0,school_bus,5 - 10,66,73.0,67.0
280,male,group E,some high school,standard,none,single,never,no,5.0,private,5 - 10,80,69.0,66.0
292,male,group C,some college,free/reduced,completed,married,regularly,no,3.0,private,> 10,58,61.0,64.0
294,male,group C,associate's degree,free/reduced,completed,married,sometimes,no,1.0,school_bus,5 - 10,63,70.0,70.0
296,female,group C,high school,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,59,66.0,67.0
330,male,group D,high school,free/reduced,none,married,regularly,no,5.0,school_bus,5 - 10,64,72.0,62.0
340,male,group B,some college,standard,completed,divorced,sometimes,no,5.0,school_bus,< 5,78,83.0,80.0
345,female,group B,associate's degree,free/reduced,completed,married,sometimes,no,3.0,school_bus,5 - 10,77,91.0,88.0
371,male,group A,some college,standard,none,married,sometimes,no,1.0,school_bus,< 5,63,57.0,58.0
391,female,group D,high school,free/reduced,completed,divorced,regularly,no,4.0,school_bus,< 5,60,81.0,78.0
395,female,group D,associate's degree,standard,none,widowed,regularly,no,4.0,school_bus,5 - 10,58,64.0,62.0
401,male,group B,high school,free/reduced,none,married,sometimes,no,2.0,private,< 5,61,56.0,51.0
429,female,group E,associate's degree,standard,completed,single,regularly,no,1.0,school_bus,5 - 10,96,95.0,99.0
430,male,group C,master's degree,standard,completed,married,regularly,no,1.0,private,< 5,80,67.0,70.0
434,female,group D,bachelor's degree,standard,none,single,sometimes,no,2.0,school_bus,> 10,57,73.0,68.0
440,female,group E,high school,standard,none,single,regularly,no,4.0,private,5 - 10,100,96.0,95.0
457,female,group A,high school,standard,completed,single,regularly,no,2.0,school_bus,5 - 10,59,78.0,72.0
458,male,group C,some high school,standard,none,widowed,sometimes,no,2.0,private,5 - 10,71,60.0,63.0
496,female,group E,master's degree,free/reduced,none,married,regularly,no,1.0,private,5 - 10,91,99.0,100.0
558,male,group C,high school,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,62,63.0,63.0
561,male,group E,master's degree,free/reduced,none,married,regularly,no,2.0,school_bus,5 - 10,73,73.0,77.0
591,male,group D,associate's degree,standard,none,married,sometimes,no,5.0,school_bus,5 - 10,92,81.0,79.0
627,male,group C,associate's degree,standard,none,married,regularly,no,3.0,private,5 - 10,82,61.0,64.0
642,male,group D,some high school,standard,none,married,sometimes,no,3.0,private,5 - 10,74,62.0,63.0
658,female,group B,some college,free/reduced,completed,married,sometimes,no,1.0,school_bus,5 - 10,39,54.0,59.0
686,female,group C,master's degree,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,33,42.0,45.0
693,male,group B,high school,standard,completed,married,never,no,1.0,private,< 5,81,83.0,82.0
699,female,group D,bachelor's degree,standard,completed,single,never,no,2.0,school_bus,< 5,82,97.0,93.0
734,female,group C,high school,standard,completed,married,sometimes,no,4.0,school_bus,5 - 10,77,79.0,78.0
788,female,group E,some college,standard,none,married,regularly,no,2.0,private,< 5,73,78.0,79.0
794,female,group E,high school,standard,completed,married,sometimes,no,2.0,school_bus,< 5,82,77.0,82.0
838,female,group C,high school,free/reduced,none,married,sometimes,no,5.0,private,5 - 10,52,55.0,55.0
861,male,group B,some college,standard,none,married,regularly,no,4.0,private,5 - 10,70,59.0,60.0
866,female,group A,high school,free/reduced,completed,married,never,no,1.0,school_bus,< 5,46,56.0,56.0
950,female,group C,some college,free/reduced,completed,divorced,sometimes,no,4.0,school_bus,5 - 10,47,50.0,58.0
967,male,group C,some high school,free/reduced,completed,married,regularly,no,2.0,school_bus,5 - 10,85,77.0,76.0
999,female,group E,some high school,standard,none,married,sometimes,no,1.0,private,< 5,78,78.0,80.0
11,female,group C,bachelor's degree,standard,completed,married,regularly,no,3.0,school_bus,< 5,72,75.0,79.0
14,female,group C,some college,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,76,81.0,85.0
34,male,group C,some college,free/reduced,completed,divorced,regularly,no,1.0,private,5 - 10,63,70.0,73.0
35,female,group A,some college,standard,none,single,never,no,2.0,private,5 - 10,30,47.0,41.0
39,female,group D,associate's degree,standard,completed,married,sometimes,no,2.0,private,5 - 10,69,86.0,92.0
53,male,group C,some college,standard,none,widowed,sometimes,no,1.0,private,> 10,57,59.0,55.0
63,female,group A,some college,standard,completed,divorced,regularly,no,1.0,private,5 - 10,98,98.0,100.0
79,male,group E,some high school,standard,completed,divorced,sometimes,no,2.0,school_bus,< 5,75,82.0,71.0
91,male,group B,associate's degree,standard,none,married,regularly,no,4.0,school_bus,< 5,69,63.0,59.0
92,male,group D,high school,free/reduced,none,single,sometimes,no,1.0,school_bus,< 5,51,44.0,47.0
98,female,group C,some high school,standard,none,married,regularly,no,1.0,school_bus,< 5,33,41.0,44.0
102,male,group E,high school,free/reduced,none,married,regularly,no,2.0,school_bus,> 10,56,58.0,52.0
121,female,group C,bachelor's degree,standard,none,married,sometimes,no,3.0,private,5 - 10,69,80.0,81.0
139,male,group B,bachelor's degree,standard,completed,married,sometimes,no,1.0,school_bus,> 10,89,80.0,76.0
177,male,group A,master's degree,free/reduced,none,married,sometimes,no,2.0,private,> 10,46,53.0,49.0
199,female,group D,some high school,free/reduced,none,married,sometimes,no,1.0,school_bus,< 5,46,49.0,47.0
215,female,group D,master's degree,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,86,91.0,91.0
247,female,group C,high school,free/reduced,completed,single,regularly,no,1.0,private,5 - 10,56,76.0,70.0
293,female,group C,some college,standard,none,single,sometimes,no,5.0,school_bus,< 5,67,67.0,66.0
301,male,group B,some college,free/reduced,completed,single,never,no,1.0,school_bus,5 - 10,78,75.0,76.0
303,female,group C,bachelor's degree,standard,completed,married,never,no,1.0,school_bus,5 - 10,64,73.0,74.0
311,male,group C,bachelor's degree,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,87,81.0,78.0
316,female,group C,associate's degree,standard,none,divorced,sometimes,no,4.0,private,> 10,72,85.0,76.0
342,female,group B,high school,standard,completed,married,never,no,3.0,school_bus,< 5,60,78.0,83.0
349,female,group A,some high school,standard,none,married,sometimes,no,3.0,private,> 10,61,73.0,68.0
371,male,group C,bachelor's degree,standard,completed,single,regularly,no,1.0,private,< 5,84,87.0,87.0
372,female,group C,associate's degree,standard,none,married,regularly,no,1.0,school_bus,> 10,61,67.0,71.0
380,male,group A,some college,standard,completed,married,sometimes,no,2.0,school_bus,> 10,78,80.0,75.0
398,female,group E,some high school,free/reduced,none,married,regularly,no,1.0,private,> 10,92,90.0,86.0
404,male,group D,high school,standard,completed,married,regularly,no,1.0,school_bus,< 5,78,77.0,78.0
408,female,group B,bachelor's degree,free/reduced,completed,divorced,sometimes,no,5.0,school_bus,< 5,65,90.0,91.0
459,female,group C,bachelor's degree,free/reduced,none,divorced,sometimes,no,1.0,private,5 - 10,48,45.0,56.0
460,male,group D,some high school,standard,none,married,regularly,no,2.0,school_bus,< 5,53,51.0,52.0
465,female,group B,some college,standard,none,married,regularly,no,1.0,school_bus,5 - 10,49,62.0,61.0
486,female,group C,bachelor's degree,standard,none,divorced,never,no,5.0,school_bus,5 - 10,67,89.0,85.0
508,female,group B,some college,standard,completed,single,regularly,no,1.0,private,5 - 10,77,78.0,82.0
526,male,group E,some high school,standard,completed,married,regularly,no,1.0,school_bus,< 5,65,66.0,61.0
583,male,group D,master's degree,standard,none,married,sometimes,no,1.0,private,5 - 10,75,71.0,69.0
587,female,group E,some college,standard,none,married,never,no,3.0,private,5 - 10,82,87.0,82.0
595,male,group B,master's degree,free/reduced,none,married,sometimes,no,5.0,private,5 - 10,51,57.0,54.0
618,female,group C,high school,standard,none,single,sometimes,no,3.0,school_bus,5 - 10,64,65.0,64.0
661,male,group A,some college,standard,completed,divorced,sometimes,no,2.0,private,5 - 10,61,53.0,58.0
669,female,group D,some high school,standard,none,single,sometimes,no,2.0,school_bus,< 5,74,68.0,72.0
676,male,group E,some college,standard,none,divorced,regularly,no,4.0,school_bus,5 - 10,91,85.0,73.0
702,male,group C,some high school,free/reduced,completed,married,sometimes,no,4.0,private,5 - 10,45,53.0,42.0
708,male,group C,associate's degree,standard,none,married,never,no,2.0,private,5 - 10,59,54.0,50.0
717,female,group E,high school,free/reduced,completed,single,sometimes,no,2.0,private,5 - 10,65,80.0,73.0
740,male,group D,some college,standard,none,married,sometimes,no,2.0,private,5 - 10,88,90.0,90.0
787,female,group C,some college,standard,none,married,regularly,no,3.0,school_bus,< 5,68,87.0,78.0
820,male,group D,high school,standard,none,divorced,never,no,1.0,school_bus,5 - 10,76,76.0,67.0
